index,ellipse_angle_deg,ellipse_angle_derivative,motor_speed
17749,39.4,0.5799999999999983,10.0
17798,39.55,1.4899999999999949,10.0
17854,36.72,0.5300000000000011,10.0
17873,35.06,0.25,10.0
17930,37.88,0.8200000000000003,10.0
18005,36.45,0.4200000000000017,10.0
18023,37.62,2.960000000000001,10.0
18073,37.72,1.0600000000000023,15.0
18092,37.03,3.8599999999999994,15.0
18137,44.38,5.75,15.0
18185,42.79,1.490000000000002,15.0
18213,43.96,2.0,15.0
18242,41.61,0.9699999999999989,15.0
18280,39.56,3.260000000000005,15.0
18298,40.9,3.3200000000000003,15.0
18352,38.82,0.00999999999999801,15.0
18392,37.07,0.240000000000002,15.0
18449,42.68,3.710000000000001,15.0
18508,39.5,3.450000000000003,15.0
18527,39.9,1.6799999999999997,15.0
18574,41.21,2.8800000000000026,15.0
18629,43.07,0.8999999999999986,15.0
18668,40.31,0.37000000000000455,15.0
18706,42.45,0.8599999999999994,15.0
18725,40.51,0.7399999999999949,15.0
18772,41.02,1.230000000000004,15.0
18838,37.6,0.38000000000000256,15.0
18856,38.33,2.1499999999999986,15.0
18922,41.14,1.6000000000000014,15.0
18988,42.78,1.5500000000000043,15.0
19036,41.63,4.200000000000003,15.0
19066,41.79,2.6799999999999997,15.0
19105,38.97,0.01999999999999602,15.0
19141,39.66,0.30999999999999517,15.0
19197,38.46,1.740000000000002,15.0
19272,38.65,0.5499999999999972,15.0
19378,41.06,2.190000000000005,15.0
19417,44.12,0.3399999999999963,15.0
19455,43.24,1.8400000000000034,15.0
19483,38.58,2.049999999999997,15.0
19510,43.28,1.6799999999999997,15.0
19537,37.24,0.5700000000000003,15.0
19567,41.07,5.329999999999998,15.0
19624,39.49,0.14000000000000057,15.0
19681,40.5,0.7299999999999969,15.0
19719,37.37,1.009999999999998,15.0
19738,37.98,2.4199999999999946,15.0
19786,45.13,3.1500000000000057,15.0
19833,42.46,2.1799999999999997,15.0
19861,43.2,1.0100000000000051,15.0
19899,40.01,0.6899999999999977,15.0
19944,40.16,3.729999999999997,15.0
19990,39.36,0.6499999999999986,15.0
20046,39.85,2.3700000000000045,15.0
20074,39.36,0.990000000000002,15.0
20131,39.83,1.8099999999999952,15.0
20178,41.52,2.3100000000000023,15.0
20215,42.79,3.8200000000000003,15.0
