index,ellipse_angle_deg,ellipse_angle_derivative
49394,42.97,-1.5799999999999983
49481,38.4,-2.990000000000002
49511,40.93,-2.039999999999999
49530,41.48,-1.0600000000000025
49595,41.87,-2.3000000000000043
49634,46.22,-1.0500000000000045
49701,46.75,-2.1499999999999986
49722,45.39,-3.960000000000001
49761,46.62,-1.720000000000006
49800,42.81,-6.219999999999999
49841,42.85,-1.5399999999999991
49860,43.25,-1.6799999999999995
49899,43.8,-3.710000000000001
49919,44.67,-2.25
49938,43.79,-1.2100000000000009
49959,43.29,-2.210000000000001
49997,41.77,-4.329999999999998
50017,40.41,-4.360000000000007
50036,41.14,-2.759999999999998
50093,39.76,-2.1499999999999986
50194,34.91,-8.39
50213,40.82,-1.009999999999998
50234,39.79,-4.5
50324,47.06,-3.780000000000001
50393,45.75,-3.030000000000001
50444,45.0,-1.509999999999998
50483,43.92,-2.199999999999996
50542,44.05,-4.850000000000001
50570,43.28,-3.009999999999998
50609,44.05,-1.6200000000000043
50717,40.38,-1.5799999999999983
50804,40.53,-2.469999999999999
50825,40.43,-2.890000000000001
50951,46.07,-2.0899999999999963
51050,41.13,-4.43
51203,45.55,-1.0500000000000045
51223,41.72,-3.980000000000004
51263,35.27,-5.119999999999997
51341,38.18,-2.43
51400,39.19,-3.730000000000004
51448,43.91,-1.5700000000000005
51476,43.75,-2.3599999999999994
51563,46.27,-1.9699999999999989
51582,42.67,-3.949999999999996
51640,44.58,-1.9400000000000048
51728,43.93,-3.61
51757,44.43,-1.8299999999999983
51812,44.43,-2.140000000000001
51833,40.79,-4.390000000000001
51863,37.43,-1.6400000000000006
51902,36.94,-4.420000000000002
51950,33.05,-8.350000000000001
51970,36.27,-2.9599999999999937
51989,41.1,-1.259999999999998
52010,40.65,-3.5
52127,46.41,-1.5700000000000005
52207,44.57,-2.6099999999999994
52226,43.14,-4.039999999999999
52256,41.46,-1.5899999999999963
52295,42.75,-4.619999999999997
52355,46.02,-1.8999999999999984
52424,46.71,-1.240000000000002
52481,38.56,-1.0499999999999972
52508,38.54,-2.18
52529,39.71,-1.240000000000002
52616,40.44,-2.280000000000001
52703,46.04,-1.8299999999999983
52742,44.33,-4.060000000000002
52762,44.55,-1.0500000000000045
52790,43.59,-2.4399999999999977
52811,46.82,-1.6499999999999986
52868,43.11,-2.1099999999999994
52888,44.55,-1.5400000000000065
53036,40.08,-4.829999999999998
53146,39.97,-2.890000000000001
53174,40.54,-1.8299999999999983
53234,40.43,-1.25
53264,41.26,-3.5
53324,46.51,-2.3999999999999986
53363,45.06,-1.5399999999999991
53402,45.95,-1.5499999999999972
53452,43.16,-1.8400000000000036
53531,43.64,-1.509999999999998
53551,41.63,-2.1599999999999966
53600,42.91,-4.400000000000006
53618,42.16,-4.25
53668,39.79,-1.5799999999999983
53858,42.25,-2.219999999999999
53897,42.56,-3.729999999999997
53930,44.83,-2.520000000000003
53989,45.73,-1.910000000000004
54069,40.87,-4.43
54160,39.66,-4.230000000000004
54178,35.79,-5.140000000000001
54294,40.41,-1.720000000000006
54412,38.25,-1.5600000000000025
54471,36.5,-1.7899999999999991
54490,37.74,-1.3799999999999957
54529,38.74,-2.18
54586,37.28,-2.049999999999997
54882,42.11,-1.230000000000004
54997,44.26,-1.230000000000004
55068,39.39,-2.8999999999999986
55117,39.19,-2.8700000000000045
55135,38.85,-2.009999999999998
55174,37.72,-2.3299999999999983
55348,39.62,-1.8599999999999997
55368,39.33,-1.8700000000000043
55476,39.27,-2.639999999999993
55495,38.43,-1.1700000000000017
55525,37.57,-1.3500000000000014
55585,35.18,-2.509999999999998
55648,37.15,-2.140000000000001
55954,39.84,-2.309999999999995
56032,42.94,-1.9400000000000048
56062,40.83,-2.6700000000000017
56236,40.52,-2.539999999999999
56335,37.28,-1.3699999999999974
56441,38.93,-2.1700000000000017
56490,38.94,-1.9000000000000057
56509,37.2,-2.199999999999996
56530,36.89,-1.6300000000000026
56587,39.2,-1.3999999999999986
56617,40.01,-2.3999999999999986
56704,36.6,-3.309999999999995
56733,34.75,-3.0799999999999983
56791,35.5,-2.6300000000000026
56811,34.18,-1.7800000000000011
56851,33.88,-1.4099999999999966
57051,36.31,-1.009999999999998
57081,37.23,-1.4600000000000009
57220,41.78,-1.2899999999999991
57339,36.62,-1.8500000000000012
57430,39.02,-1.1699999999999946
57511,36.91,-1.1200000000000043
57541,37.93,-2.479999999999997
57640,36.83,-2.520000000000003
57899,36.39,-2.25
57939,36.41,-1.1300000000000026
57978,37.06,-2.309999999999995
57998,37.89,-1.2299999999999969
58188,36.31,-3.899999999999999
58221,40.28,-1.1199999999999974
58281,36.3,-1.240000000000002
58454,40.95,-1.8399999999999963
58473,40.32,-1.5600000000000025
58494,39.18,-1.6300000000000026
58514,39.45,-1.3099999999999952
58544,38.81,-2.8999999999999986
58563,39.13,-1.0799999999999983
58800,33.33,-2.200000000000003
58830,36.65,-1.0500000000000045
58871,37.68,-1.3999999999999986
58931,39.16,-2.0700000000000003
58959,37.62,-2.5800000000000054
59030,41.33,-2.530000000000001
59081,38.39,-1.990000000000002
59160,32.39,-1.269999999999996
59292,36.59,-1.5
59382,38.28,-1.4399999999999975
59421,38.21,-1.1700000000000017
59552,38.73,-1.5
59571,37.51,-2.6300000000000026
59661,41.53,-1.6999999999999955
59762,37.56,-1.6899999999999975
59963,36.59,-2.889999999999993
60000,38.18,-1.3299999999999983
60171,37.97,-1.5600000000000025
60201,36.67,-1.0
60489,38.17,-3.390000000000001
60510,37.53,-1.4600000000000009
60972,42.3,-2.3000000000000043
61436,45.69,-3.280000000000001
61464,45.39,-2.0600000000000023
61544,45.21,-1.1799999999999995
61763,44.24,-1.1999999999999955
61793,43.98,-1.8600000000000063
61871,46.38,-1.3299999999999983
61910,45.74,-1.019999999999996
61931,45.11,-1.1499999999999986
62371,53.92,-1.6999999999999955
62510,61.39,-1.1499999999999986
63389,53.62,-1.1900000000000048
63904,36.96,-1.25
64213,51.79,-1.1799999999999995
64912,44.19,-2.660000000000004
65180,44.5,-1.6300000000000026
65408,44.39,-1.3800000000000026
65719,42.36,-10.39
65991,39.18,-1.3599999999999994
