index,ellipse_angle_deg,ellipse_angle_derivative,motor_speed
25721,45.27,-1.0599999999999952,20.0
25739,45.96,-1.1799999999999997,20.0
25749,42.2,-3.759999999999998,20.0
25806,43.87,-0.45000000000000284,20.0
25817,39.78,-4.089999999999996,20.0
25865,42.79,-2.1400000000000006,20.0
25932,45.49,-0.9299999999999997,20.0
25941,40.37,-5.1200000000000045,20.0
25989,43.01,-0.4200000000000017,20.0
26037,47.21,-1.6099999999999994,20.0
26046,42.73,-4.480000000000004,20.0
26066,41.38,-1.7199999999999989,20.0
26085,42.76,-3.75,20.0
26096,37.92,-4.839999999999996,20.0
26133,43.45,-2.259999999999998,20.0
26151,41.47,-0.9500000000000028,20.0
26190,43.66,-0.740000000000002,20.0
26219,43.0,-1.5200000000000031,20.0
26229,41.12,-1.8800000000000026,20.0
26256,41.82,-0.03999999999999915,20.0
26285,41.78,-4.859999999999999,20.0
26295,40.51,-1.2700000000000031,20.0
26324,42.5,-0.8900000000000006,20.0
26352,44.47,-0.5300000000000011,20.0
26361,43.3,-1.1700000000000017,20.0
26370,32.78,-10.519999999999996,20.0
26414,45.57,-0.8599999999999994,20.0
26424,42.95,-2.6199999999999974,20.0
26442,41.3,-4.080000000000005,20.0
26463,39.05,-0.060000000000002274,20.0
26522,43.5,-4.600000000000001,20.0
26552,40.46,-0.7100000000000009,20.0
26573,41.01,-3.020000000000003,20.0
26592,42.68,-1.4600000000000009,20.0
26641,44.52,-0.8200000000000003,20.0
26678,45.22,-0.5200000000000031,20.0
26696,41.72,-0.060000000000002274,20.0
26705,40.03,-1.6899999999999977,20.0
26794,47.16,-0.9000000000000057,20.0
26813,43.93,-0.8999999999999986,20.0
26861,46.06,-0.9799999999999969,20.0
26879,41.24,-6.030000000000001,20.0
26918,41.9,-0.4200000000000017,20.0
26957,45.56,-2.0999999999999943,20.0
26975,43.35,-0.5700000000000003,20.0
26986,42.33,-1.0200000000000031,20.0
27032,42.54,-0.7899999999999991,20.0
27042,40.64,-1.8999999999999986,20.0
27062,39.11,-1.6799999999999997,20.0
27089,44.6,-4.170000000000002,20.0
27140,44.21,-0.10999999999999943,20.0
27149,41.54,-2.6700000000000017,20.0
27208,46.04,-0.5500000000000043,20.0
27217,43.67,-2.3699999999999974,20.0
27236,45.07,-2.789999999999999,20.0
27254,42.54,-0.8599999999999994,20.0
27272,40.64,-5.079999999999998,20.0
27322,44.74,-1.509999999999998,20.0
27341,44.32,-1.3500000000000014,20.0
27350,42.91,-1.4100000000000037,20.0
27401,47.79,-0.6700000000000017,20.0
27410,43.29,-4.5,20.0
27419,41.23,-2.0600000000000023,20.0
27457,43.81,-0.3200000000000003,20.0
27476,42.53,-3.460000000000001,20.0
27496,42.26,-4.800000000000004,20.0
27533,47.02,-2.019999999999996,20.0
27554,44.61,-0.7199999999999989,20.0
27572,43.23,-3.4200000000000017,20.0
27593,40.84,-3.539999999999999,20.0
27631,42.07,-2.6400000000000006,20.0
27659,40.03,-0.7100000000000009,20.0
27679,39.59,-1.3999999999999986,20.0
27716,47.46,-3.460000000000001,20.0
27725,46.34,-1.1199999999999974,20.0
27773,43.72,-0.980000000000004,20.0
27784,42.56,-1.1599999999999966,20.0
27851,47.06,-0.5499999999999972,20.0
27887,44.81,-0.30999999999999517,20.0
27898,43.74,-1.0700000000000003,20.0
27965,43.78,-0.4399999999999977,20.0
27985,41.72,-0.3400000000000034,20.0
28034,44.57,-0.3500000000000014,20.0
28082,44.35,-0.30999999999999517,20.0
28101,42.47,-0.05000000000000426,20.0
28121,43.38,-3.6099999999999994,20.0
28159,44.09,-2.1899999999999977,20.0
28177,46.04,-1.8599999999999994,20.0
28199,44.89,-0.03999999999999915,20.0
28208,42.82,-2.0700000000000003,20.0
28238,44.93,-0.4100000000000037,20.0
28256,40.67,-4.719999999999999,20.0
28295,45.57,-1.8699999999999974,20.0
28316,44.24,-2.3900000000000006,20.0
28373,46.24,-0.23999999999999488,20.0
28382,43.35,-2.8900000000000006,20.0
28433,43.85,-0.36999999999999744,20.0
28481,46.66,-0.8000000000000043,20.0
28492,45.54,-1.1199999999999974,20.0
28519,40.59,-7.319999999999993,20.0
28583,46.09,-0.6499999999999986,20.0
28613,48.12,-1.9400000000000048,20.0
28649,48.22,-0.8500000000000014,20.0
28688,43.95,-0.6599999999999966,20.0
28736,44.29,-1.4299999999999997,20.0
28765,44.72,-1.490000000000002,20.0
28784,45.71,-1.4600000000000009,20.0
28795,43.72,-1.990000000000002,20.0
28814,41.17,-0.12999999999999545,20.0
28844,45.42,-1.75,20.0
28871,44.93,-2.1799999999999997,20.0
28883,42.6,-2.3299999999999983,20.0
28901,41.18,-6.640000000000001,20.0
28921,43.4,-1.1700000000000017,20.0
28988,45.69,-0.46000000000000085,20.0
29006,44.15,-1.7800000000000011,20.0
29035,44.15,-0.980000000000004,20.0
29054,46.67,-2.1400000000000006,20.0
29087,49.13,-1.1299999999999955,20.0
29096,46.59,-2.539999999999999,20.0
29105,44.78,-1.8100000000000023,20.0
29125,43.62,-0.030000000000001137,20.0
29162,44.23,-4.940000000000005,20.0
29171,42.5,-1.7299999999999969,20.0
29210,45.46,-3.509999999999998,20.0
29239,47.84,-1.0899999999999963,20.0
29248,45.27,-2.5700000000000003,20.0
29267,45.39,-1.0799999999999983,20.0
29287,43.61,-3.030000000000001,20.0
29342,45.65,-0.5500000000000043,20.0
29388,46.23,-0.13000000000000256,20.0
29407,44.78,-4.159999999999997,20.0
29426,44.71,-1.9299999999999997,20.0
29453,44.88,-0.8299999999999983,20.0
29482,43.93,-1.7800000000000011,20.0
29501,39.05,-5.640000000000001,20.0
29539,46.4,-3.0500000000000043,20.0
29549,44.42,-1.9799999999999969,20.0
29567,44.18,-1.1499999999999986,20.0
29587,43.74,-1.7399999999999949,20.0
29615,44.3,-4.0,20.0
29642,42.38,-5.5,20.0
29651,41.24,-1.1400000000000006,20.0
29671,41.9,-3.1000000000000014,20.0
29729,46.47,-0.759999999999998,20.0
29756,47.38,-3.279999999999994,20.0
29804,46.45,-0.3200000000000003,20.0
29843,47.29,-1.490000000000002,20.0
29891,47.06,-0.7199999999999989,20.0
29911,47.08,-1.1799999999999997,20.0
29921,46.07,-1.009999999999998,20.0
29942,43.31,-0.259999999999998,20.0
29960,44.76,-3.510000000000005,20.0
29971,43.52,-1.2399999999999949,20.0
29990,44.75,-1.5600000000000023,20.0
30008,44.41,-1.3100000000000023,20.0
30028,44.57,-1.509999999999998,20.0
30037,42.91,-1.6600000000000037,20.0
30065,46.57,-1.6599999999999966,20.0
30083,45.12,-0.45000000000000284,25.0
30094,42.02,-3.0999999999999943,25.0
30143,47.27,-3.9499999999999957,25.0
30161,48.74,-1.9699999999999989,25.0
30238,51.65,-0.759999999999998,25.0
30247,49.47,-2.1799999999999997,25.0
30275,41.46,-10.469999999999999,25.0
30295,42.25,-1.7700000000000031,25.0
30334,46.33,-0.28999999999999915,25.0
30371,47.58,-0.060000000000002274,25.0
30392,50.6,-3.3900000000000006,25.0
30401,49.58,-1.0200000000000031,25.0
30422,47.96,-3.8500000000000014,25.0
30449,47.23,-0.20000000000000284,25.0
30487,48.39,-0.7899999999999991,25.0
30506,47.92,-1.4799999999999969,25.0
30515,46.19,-1.730000000000004,25.0
30526,44.92,-1.269999999999996,25.0
30555,46.36,-3.4399999999999977,25.0
30574,47.93,-1.4799999999999969,25.0
30592,45.29,-0.39000000000000057,25.0
30610,45.8,-2.3700000000000045,25.0
30639,52.05,-1.6099999999999994,25.0
30667,47.21,-0.35999999999999943,25.0
30685,46.21,-1.1599999999999966,25.0
30705,44.92,-2.9099999999999966,25.0
30733,49.74,-1.2299999999999969,25.0
30751,49.77,-2.479999999999997,25.0
30760,48.04,-1.730000000000004,25.0
30769,45.56,-2.479999999999997,25.0
30799,46.33,-1.4400000000000048,25.0
30847,48.65,-0.19000000000000483,25.0
30885,52.49,-0.37999999999999545,25.0
30894,50.48,-2.010000000000005,25.0
30904,45.76,-4.719999999999999,25.0
30922,48.32,-1.3299999999999983,25.0
30978,51.11,-0.6700000000000017,25.0
30997,48.24,-3.559999999999995,25.0
31006,46.93,-1.3100000000000023,25.0
31015,43.39,-3.539999999999999,25.0
31053,46.11,-2.3999999999999986,25.0
31081,45.86,-3.5700000000000003,25.0
31102,49.44,-1.6900000000000048,25.0
31132,51.31,-2.4199999999999946,25.0
31143,48.08,-3.230000000000004,25.0
31180,48.57,-0.8100000000000023,25.0
31189,47.21,-1.3599999999999994,25.0
31228,49.92,-2.3799999999999955,25.0
31248,46.95,-3.6400000000000006,25.0
31258,43.04,-3.9100000000000037,25.0
31297,46.27,-1.6799999999999997,25.0
31315,44.52,-4.149999999999999,25.0
31344,49.99,-2.8500000000000014,25.0
31363,48.22,-3.6799999999999997,25.0
31381,46.85,-5.780000000000001,25.0
31438,48.25,-0.07000000000000028,25.0
31458,50.41,-4.420000000000002,25.0
31488,46.23,-0.39000000000000057,25.0
31507,47.04,-4.280000000000001,25.0
31534,47.14,-3.3999999999999986,25.0
31572,47.94,-0.980000000000004,25.0
31591,50.55,-1.1799999999999997,25.0
31638,47.7,-0.9699999999999989,25.0
31666,46.73,-4.800000000000004,25.0
31705,52.63,-0.18999999999999773,25.0
31716,46.45,-6.18,25.0
31810,49.19,-0.25,25.0
31846,51.91,-0.5200000000000031,25.0
31876,49.69,-5.330000000000005,25.0
31906,48.84,-0.3299999999999983,25.0
31915,45.56,-3.280000000000001,25.0
31942,50.25,-1.1300000000000026,25.0
31960,52.19,-1.0399999999999991,25.0
31969,47.19,-5.0,25.0
31980,45.84,-1.3499999999999943,25.0
32044,46.6,-0.5799999999999983,25.0
32090,52.5,-2.460000000000001,25.0
32099,48.89,-3.6099999999999994,25.0
32118,45.85,-5.649999999999999,25.0
32184,50.12,-0.6500000000000057,25.0
32212,47.73,-4.020000000000003,25.0
32232,44.04,-5.420000000000002,25.0
32260,47.86,-4.57,25.0
32278,44.19,-5.240000000000002,25.0
32308,52.23,-2.1500000000000057,25.0
32337,52.34,-1.9099999999999966,25.0
32383,52.44,-0.6099999999999994,25.0
32394,45.81,-6.6299999999999955,25.0
32413,49.24,-1.2399999999999949,25.0
32431,47.57,-2.3100000000000023,25.0
32460,49.97,-1.7800000000000011,25.0
32478,46.48,-3.8200000000000003,25.0
32518,46.15,-4.590000000000003,25.0
32589,49.79,-6.469999999999999,25.0
32608,50.49,-2.960000000000001,25.0
32638,49.09,-0.9099999999999966,25.0
32647,48.07,-1.0200000000000031,25.0
32676,50.26,-2.8999999999999986,25.0
32695,49.49,-1.3900000000000006,25.0
32704,44.73,-4.760000000000005,25.0
32724,45.61,-4.950000000000003,25.0
32752,46.13,-4.159999999999997,25.0
32790,47.42,-0.5799999999999983,25.0
32829,54.18,-2.9100000000000037,25.0
32839,49.25,-4.93,25.0
32868,51.59,-2.1599999999999966,25.0
32917,50.63,-0.4899999999999949,25.0
32947,50.27,-0.19999999999999574,25.0
32956,49.11,-1.1600000000000037,25.0
32967,46.07,-3.039999999999999,25.0
33004,48.42,-0.4099999999999966,25.0
33013,46.31,-2.1099999999999994,25.0
33060,53.82,-0.3500000000000014,25.0
33070,52.55,-1.2700000000000031,25.0
33079,49.15,-3.3999999999999986,25.0
33136,47.28,-0.9600000000000009,25.0
33166,50.83,-0.19000000000000483,25.0
33193,45.98,-6.350000000000001,25.0
33204,44.92,-1.0599999999999952,25.0
33325,53.39,-0.4099999999999966,25.0
33334,51.71,-1.6799999999999997,25.0
33373,51.96,-0.14999999999999858,25.0
33402,53.11,-3.25,25.0
33412,46.96,-6.149999999999999,25.0
33430,48.72,-1.1400000000000006,25.0
33468,48.27,-0.5599999999999952,25.0
33486,49.62,-1.1799999999999997,25.0
33544,52.03,-0.29999999999999716,25.0
33574,51.7,-3.279999999999994,25.0
33585,50.56,-1.1400000000000006,25.0
33652,57.19,-0.8900000000000006,25.0
33661,52.28,-4.909999999999997,25.0
33670,50.64,-1.6400000000000006,25.0
33730,50.34,-0.7299999999999969,25.0
33750,47.76,-0.9699999999999989,25.0
33817,53.83,-0.6200000000000045,25.0
33846,49.87,-0.6200000000000045,25.0
33874,53.59,-1.6299999999999955,25.0
33886,51.98,-1.6100000000000065,25.0
33913,53.82,-1.2199999999999989,25.0
33924,47.05,-6.770000000000003,25.0
33972,50.05,-0.5600000000000023,25.0
33982,43.35,-6.699999999999996,25.0
34009,51.43,-2.6000000000000014,25.0
34048,55.18,-1.5799999999999983,25.0
34068,54.0,-2.1799999999999997,25.0
34078,51.01,-2.990000000000002,25.0
34087,48.33,-2.6799999999999997,25.0
34144,52.85,-0.1599999999999966,25.0
34162,47.31,-0.269999999999996,25.0
34182,43.76,-3.8000000000000043,25.0
34201,45.82,-1.4200000000000017,25.0
34221,43.03,-9.420000000000002,25.0
34279,55.84,-0.18999999999999773,25.0
34290,50.03,-5.810000000000002,25.0
34300,48.65,-1.3800000000000026,25.0
34348,49.82,-6.32,25.0
34360,47.23,-2.5900000000000034,25.0
34390,50.43,-1.7000000000000028,25.0
34409,48.8,-4.970000000000006,25.0
34419,45.72,-3.0799999999999983,25.0
34478,49.34,-2.3499999999999943,25.0
34487,46.15,-3.190000000000005,25.0
34536,54.94,-0.8400000000000034,25.0
34563,53.72,-0.7100000000000009,25.0
34574,52.52,-1.1999999999999957,25.0
34583,50.36,-2.1600000000000037,25.0
34641,48.59,-7.269999999999996,25.0
34650,47.47,-1.1200000000000045,25.0
34670,43.8,-4.650000000000006,25.0
34727,50.12,-0.7700000000000031,25.0
34745,53.85,-1.5399999999999991,25.0
34764,55.7,-2.989999999999995,25.0
34773,53.51,-2.190000000000005,25.0
34803,54.95,-0.36999999999999744,25.0
34814,51.91,-3.0400000000000063,25.0
34824,49.06,-2.8499999999999943,25.0
34844,45.7,-0.6899999999999977,25.0
34890,49.12,-5.800000000000004,25.0
34901,43.24,-5.8799999999999955,25.0
34920,45.43,-3.6499999999999986,25.0
34940,46.26,-3.9299999999999997,25.0
35009,56.36,-0.3200000000000003,25.0
35018,54.44,-1.9200000000000017,25.0
35037,53.59,-4.009999999999998,25.0
35046,50.69,-2.9000000000000057,25.0
35066,51.59,-2.1699999999999946,25.0
35076,49.32,-2.270000000000003,25.0
35085,46.04,-3.280000000000001,25.0
35124,52.45,-1.2299999999999969,25.0
35133,42.38,-10.07,25.0
35154,47.23,-1.240000000000002,25.0
35172,48.63,-3.1599999999999966,25.0
35193,50.32,-2.030000000000001,25.0
35202,47.24,-3.0799999999999983,25.0
35259,54.74,-5.460000000000001,25.0
35298,52.2,-0.6699999999999946,25.0
35336,51.45,-0.07000000000000028,25.0
35346,49.51,-1.9400000000000048,25.0
35375,52.99,-0.19999999999999574,25.0
35385,47.52,-5.469999999999999,25.0
35394,44.25,-3.270000000000003,25.0
35414,49.04,-1.2199999999999989,25.0
35433,50.18,-4.539999999999999,25.0
35463,49.9,-3.3700000000000045,25.0
35493,55.14,-4.18,25.0
35523,50.29,-7.670000000000002,25.0
35543,48.17,-3.3900000000000006,25.0
35582,51.96,-0.6799999999999997,25.0
35621,48.61,-0.5900000000000034,25.0
35661,52.27,-0.9399999999999977,25.0
35670,50.64,-1.6300000000000026,25.0
35681,49.29,-1.3500000000000014,25.0
35700,47.78,-0.030000000000001137,25.0
35730,53.64,-2.509999999999998,25.0
35760,54.25,-4.859999999999999,25.0
35769,53.13,-1.1199999999999974,25.0
35780,49.11,-4.020000000000003,25.0
35819,52.67,-1.3500000000000014,25.0
35847,49.52,-0.07000000000000028,25.0
35868,51.99,-4.640000000000001,25.0
35906,51.95,-0.6400000000000006,25.0
35925,47.84,-4.559999999999995,25.0
35964,52.55,-0.8700000000000045,25.0
36021,52.43,-0.020000000000003126,25.0
36032,50.31,-2.1199999999999974,25.0
36080,53.79,-0.8599999999999994,25.0
36090,52.32,-1.4699999999999989,25.0
36099,51.23,-1.0900000000000034,20.0
36108,47.72,-3.509999999999998,20.0
36119,43.52,-4.199999999999996,20.0
36129,39.98,-3.5400000000000063,20.0
36159,45.13,-4.93,20.0
36209,54.54,-0.39000000000000057,20.0
36218,50.23,-4.310000000000002,20.0
36249,51.29,-4.030000000000001,20.0
36270,55.32,-1.7899999999999991,20.0
36291,52.15,-0.12000000000000455,20.0
36318,49.7,-0.6299999999999955,20.0
36328,47.01,-2.690000000000005,20.0
36357,52.43,-4.219999999999999,20.0
36368,48.64,-3.789999999999999,20.0
36387,50.82,-1.1400000000000006,20.0
36408,48.21,-3.039999999999999,20.0
36428,45.0,-0.3500000000000014,20.0
36474,43.68,-8.770000000000003,20.0
36513,49.35,-3.0799999999999983,20.0
36524,48.27,-1.0799999999999983,20.0
36552,55.11,-1.0300000000000011,20.0
36573,49.74,-5.739999999999995,20.0
36612,48.25,-4.57,20.0
36642,43.62,-6.8700000000000045,20.0
36680,50.81,-25.870000000000005,20.0
36699,48.04,-6.5,20.0
36708,45.91,-2.1300000000000026,20.0
36717,44.89,-1.019999999999996,20.0
36765,48.93,-3.3599999999999994,20.0
36776,46.11,-2.8200000000000003,20.0
36797,46.84,-1.0999999999999943,20.0
36816,50.57,-1.259999999999998,20.0
36866,50.28,-0.7199999999999989,20.0
36876,49.18,-1.1000000000000014,20.0
36924,51.11,-0.5200000000000031,20.0
36954,50.68,-4.219999999999999,20.0
36975,48.51,-3.3599999999999994,20.0
37005,49.95,-3.799999999999997,20.0
37014,43.19,-6.760000000000005,20.0
37053,48.36,-2.270000000000003,20.0
37074,46.55,-5.550000000000004,20.0
37122,52.02,-0.10999999999999943,20.0
37131,50.78,-1.240000000000002,20.0
37179,54.35,-0.8099999999999952,20.0
37188,51.56,-2.789999999999999,20.0
37200,49.66,-1.9000000000000057,20.0
37229,51.47,-1.2100000000000009,20.0
37239,48.82,-2.6499999999999986,20.0
37248,46.81,-2.009999999999998,20.0
37277,50.54,-2.3599999999999994,20.0
37296,48.18,-5.719999999999999,20.0
37347,46.81,-0.01999999999999602,20.0
37407,50.24,-0.9399999999999977,20.0
37434,50.83,-1.6799999999999997,20.0
37464,52.94,-2.3900000000000006,20.0
37473,39.7,-13.239999999999995,20.0
37493,54.32,-3.9099999999999966,20.0
37530,52.28,-0.7199999999999989,20.0
37551,50.28,-0.36999999999999744,20.0
37580,53.05,-1.6300000000000026,20.0
37599,50.81,-0.6799999999999997,20.0
37608,49.05,-1.7600000000000051,20.0
37619,46.99,-2.059999999999995,20.0
37628,44.82,-2.1700000000000017,20.0
37667,48.87,-3.760000000000005,20.0
37677,44.05,-4.82,20.0
37737,52.52,-0.4099999999999966,20.0
37758,55.5,-4.640000000000001,20.0
37787,52.65,-0.3400000000000034,20.0
37817,52.86,-0.36999999999999744,20.0
37827,50.19,-2.6700000000000017,20.0
37836,47.56,-2.6299999999999955,20.0
37875,48.37,-5.850000000000001,20.0
37934,45.48,-0.8300000000000054,20.0
37943,43.47,-2.009999999999998,20.0
37962,50.78,-2.5,20.0
37973,48.3,-2.480000000000004,20.0
37982,44.54,-3.759999999999998,20.0
38070,52.97,-0.240000000000002,20.0
38091,51.28,-0.5499999999999972,20.0
38109,47.73,-7.970000000000006,20.0
38130,47.75,-5.399999999999999,20.0
38190,54.41,-0.740000000000002,20.0
38199,49.47,-4.939999999999998,20.0
38208,46.64,-2.8299999999999983,20.0
38228,45.57,-1.4099999999999966,20.0
38237,41.64,-3.9299999999999997,20.0
38268,44.94,-3.9100000000000037,20.0
38298,47.51,-1.0700000000000003,20.0
38337,47.36,-6.57,20.0
38368,53.59,-1.0499999999999972,20.0
38417,50.87,-0.14000000000000057,20.0
38426,49.22,-1.6499999999999986,20.0
38474,51.22,-0.0799999999999983,20.0
38522,50.71,-0.9299999999999997,20.0
38533,46.79,-3.9200000000000017,20.0
38552,42.6,-5.6299999999999955,20.0
38582,50.11,-1.75,20.0
38591,48.14,-1.9699999999999989,20.0
38639,48.57,-0.7800000000000011,20.0
38687,52.89,-0.5899999999999963,20.0
38696,50.01,-2.8800000000000026,20.0
38746,48.58,-0.7199999999999989,20.0
38776,53.0,-1.9699999999999989,20.0
38795,47.47,-36.78,20.0
38815,45.73,-2.9000000000000057,20.0
38843,43.93,-4.509999999999998,20.0
38852,42.7,-1.2299999999999969,20.0
38921,51.5,-0.259999999999998,20.0
38951,56.35,-0.5399999999999991,20.0
38962,50.26,-6.090000000000003,20.0
38992,54.65,-0.8700000000000045,20.0
39031,49.59,-0.46999999999999886,20.0
39050,51.19,-1.75,20.0
39070,52.82,-2.6700000000000017,20.0
39098,49.88,-31.990000000000002,20.0
39118,50.36,-4.230000000000004,20.0
39139,46.18,-0.9699999999999989,20.0
39176,48.64,-3.3699999999999974,20.0
39188,44.43,-4.210000000000001,20.0
39235,49.4,-0.46000000000000085,20.0
39265,50.39,-4.210000000000001,20.0
39294,49.16,-5.850000000000001,20.0
39312,47.17,-4.339999999999996,20.0
39332,50.87,-1.740000000000002,20.0
39352,50.4,-2.770000000000003,20.0
39389,49.78,-4.019999999999996,20.0
39419,47.81,-5.739999999999995,20.0
39440,42.58,-5.670000000000002,20.0
39469,45.27,-2.239999999999995,20.0
39497,47.39,-1.8699999999999974,20.0
39545,52.07,-1.1499999999999986,20.0
39566,52.16,-1.1700000000000017,20.0
39614,53.93,-0.03999999999999915,20.0
39623,50.25,-3.6799999999999997,20.0
39634,48.63,-1.6199999999999974,20.0
39662,49.52,-1.5,20.0
39692,50.57,-5.530000000000001,20.0
39701,48.9,-1.6700000000000017,20.0
39740,49.31,-0.6699999999999946,20.0
39749,47.79,-1.5200000000000031,20.0
39770,50.28,-1.1899999999999977,20.0
39839,49.25,-0.28999999999999915,20.0
39878,53.19,-1.1300000000000026,20.0
39896,52.05,-3.1500000000000057,20.0
39908,49.67,-2.3799999999999955,20.0
39917,48.37,-1.3000000000000043,20.0
39956,51.82,-0.45000000000000284,20.0
39976,52.4,-1.740000000000002,20.0
39995,51.42,-1.6499999999999986,20.0
40025,49.45,-4.949999999999996,20.0
40034,46.38,-3.0700000000000003,20.0
40045,42.23,-4.150000000000006,20.0
40084,44.76,-8.560000000000002,20.0
40112,45.47,-5.270000000000003,20.0
40132,46.38,-2.729999999999997,20.0
40160,52.93,-3.3100000000000023,20.0
40180,54.25,-1.5900000000000034,20.0
40189,41.78,-12.469999999999999,20.0
40228,51.73,-1.9100000000000037,20.0
40237,50.62,-1.1099999999999994,20.0
40246,48.0,-2.6199999999999974,20.0
40288,52.43,-1.5900000000000034,20.0
40310,52.23,-1.4000000000000057,20.0
40319,50.74,-1.4899999999999949,20.0
40328,45.47,-5.270000000000003,20.0
40348,45.51,-1.2600000000000051,20.0
40399,50.13,-0.23999999999999488,20.0
40409,46.66,-3.470000000000006,20.0
40439,49.37,-2.1600000000000037,20.0
40459,50.54,-3.6199999999999974,20.0
40478,51.51,-2.5700000000000003,20.0
40496,49.36,-5.609999999999999,20.0
40517,46.03,-6.689999999999998,20.0
40564,49.05,-0.8000000000000043,20.0
40574,47.94,-1.1099999999999994,20.0
40583,46.61,-1.3299999999999983,20.0
40604,50.28,-1.4200000000000017,20.0
40634,51.57,-4.509999999999998,20.0
40643,46.41,-5.160000000000004,20.0
40652,45.35,-1.0599999999999952,20.0
40691,46.87,-0.38000000000000256,20.0
40739,49.59,-0.3299999999999983,20.0
40760,50.28,-1.8200000000000003,20.0
40790,54.73,-1.1300000000000026,20.0
40799,51.8,-2.9299999999999997,20.0
40819,52.32,-3.770000000000003,20.0
40838,49.86,-0.3100000000000023,20.0
40847,48.52,-1.3399999999999963,20.0
40859,46.49,-2.030000000000001,20.0
40910,51.48,-0.8900000000000006,20.0
40930,51.49,-3.979999999999997,20.0
40939,50.42,-1.0700000000000003,20.0
40948,44.81,-5.609999999999999,20.0
40969,43.27,-2.75,20.0
40997,50.47,-1.4699999999999989,20.0
41045,48.59,-0.7199999999999989,20.0
41063,51.23,-3.1300000000000026,20.0
41083,50.4,-2.8400000000000034,20.0
41149,52.33,-0.7800000000000011,20.0
41159,50.97,-1.3599999999999994,20.0
41177,48.56,-0.3999999999999986,20.0
41197,51.28,-3.019999999999996,20.0
41216,49.86,-2.1000000000000014,20.0
41245,47.26,-7.25,20.0
41273,47.0,-0.5300000000000011,20.0
41300,47.85,-5.309999999999995,20.0
41397,53.63,-0.07000000000000028,20.0
41407,52.04,-1.5900000000000034,20.0
41426,48.27,-7.119999999999997,20.0
41453,50.75,-2.8599999999999994,20.0
41464,47.65,-3.1000000000000014,20.0
41510,53.13,-0.9899999999999949,20.0
41521,50.48,-2.6500000000000057,20.0
41540,46.88,-4.789999999999999,20.0
41587,50.38,-0.259999999999998,20.0
41606,47.13,-6.18,20.0
41675,54.74,-0.0799999999999983,20.0
41705,52.92,-0.07000000000000028,20.0
41714,51.08,-1.8400000000000034,20.0
41774,49.79,-0.11999999999999744,20.0
41819,51.83,-0.4200000000000017,20.0
41840,48.83,-0.5799999999999983,20.0
41849,44.03,-4.799999999999997,20.0
41867,42.62,-2.0900000000000034,20.0
41887,44.79,-2.270000000000003,20.0
41906,43.19,-4.07,20.0
41963,50.02,-0.8499999999999943,20.0
42020,52.96,-0.1700000000000017,20.0
42068,49.09,-0.7199999999999989,20.0
42098,52.08,-4.060000000000002,20.0
42107,50.96,-1.1199999999999974,20.0
42128,49.28,-4.3799999999999955,15.0
42148,46.02,-3.809999999999995,15.0
42206,49.68,-0.990000000000002,15.0
42215,43.21,-6.469999999999999,15.0
42235,42.63,-3.8299999999999983,15.0
42253,45.0,-3.0700000000000003,15.0
42273,44.08,-2.3500000000000014,15.0
42312,46.01,-3.3100000000000023,15.0
42379,51.85,-2.8500000000000014,15.0
42399,47.61,-4.630000000000003,15.0
42456,48.57,-0.3999999999999986,15.0
42486,49.98,-0.10000000000000142,15.0
42495,47.8,-2.1799999999999997,15.0
42545,48.81,-4.369999999999997,15.0
42555,44.25,-4.560000000000002,15.0
42575,40.49,-4.439999999999998,15.0
42607,47.06,-2.729999999999997,15.0
42628,46.11,-3.5600000000000023,15.0
42676,48.91,-0.1600000000000037,15.0
42694,48.31,-2.25,15.0
42703,46.97,-1.3400000000000034,15.0
42763,51.34,-0.3499999999999943,15.0
42772,47.15,-4.190000000000005,15.0
42811,51.0,-2.780000000000001,15.0
42821,47.18,-3.8200000000000003,15.0
42862,50.34,-0.38999999999999346,15.0
42882,52.42,-1.019999999999996,15.0
42912,48.48,-0.490000000000002,15.0
42931,48.74,-1.6400000000000006,15.0
42951,47.06,-3.1299999999999955,15.0
42961,45.0,-2.0600000000000023,15.0
42970,41.96,-3.039999999999999,15.0
42991,42.85,-1.0300000000000011,15.0
43021,46.17,-7.329999999999998,15.0
43060,44.16,-0.46000000000000085,15.0
43099,50.05,-1.4100000000000037,15.0
43128,50.55,-1.1799999999999997,15.0
43177,49.35,-0.5899999999999963,15.0
43197,48.07,-0.240000000000002,15.0
43216,47.75,-2.1899999999999977,15.0
43225,45.96,-1.7899999999999991,15.0
43254,48.05,-0.9100000000000037,15.0
43263,46.65,-1.3999999999999986,15.0
43312,50.6,-4.759999999999998,15.0
43339,46.47,-0.5900000000000034,15.0
43359,47.06,-4.809999999999995,15.0
43369,40.69,-6.3700000000000045,15.0
43428,46.56,-5.460000000000001,15.0
43438,45.49,-1.0700000000000003,15.0
43447,44.04,-1.4500000000000028,15.0
43518,48.12,-0.9400000000000048,15.0
43557,49.14,-5.07,15.0
43576,49.18,-1.509999999999998,15.0
43594,49.85,-1.0799999999999983,15.0
43614,46.72,-7.670000000000002,15.0
43644,47.99,-1.7299999999999969,15.0
43663,47.14,-2.3800000000000026,15.0
43681,49.3,-2.8900000000000006,15.0
43720,47.36,-0.6499999999999986,15.0
43768,47.94,-2.690000000000005,15.0
43779,42.33,-5.609999999999999,15.0
43849,48.6,-0.030000000000001137,15.0
43867,46.33,-0.12000000000000455,15.0
